n1	t	n2
ls:fr:node:26297	ls:fr:lf:155	ls:fr:node:37733
ls:fr:node:26297	ls:fr:lf:155	ls:fr:node:27507
ls:fr:node:26297	ls:fr:lf:155	ls:fr:node:44570
ls:fr:node:26297	ls:fr:lf:155	ls:fr:node:34171
ls:fr:node:26297	ls:fr:lf:155	ls:fr:node:44572
ls:fr:node:26297	ls:fr:lf:163	ls:fr:node:43349
ls:fr:node:26297	ls:fr:lf:202	ls:fr:node:41469
ls:fr:node:26297	ls:fr:lf:203	ls:fr:node:44587
ls:fr:node:26297	ls:fr:lf:203	ls:fr:node:26888
ls:fr:node:26297	ls:fr:lf:203	ls:fr:node:44589
ls:fr:node:26297	ls:fr:lf:614	ls:fr:node:27463
ls:fr:node:26297	ls:fr:lf:5	ls:fr:node:44573
ls:fr:node:26297	ls:fr:lf:5	ls:fr:node:44622
ls:fr:node:26297	ls:fr:lf:5	ls:fr:node:47733
ls:fr:node:26297	ls:fr:lf:13	ls:fr:node:33814
ls:fr:node:26297	ls:fr:lf:13	ls:fr:node:26898
ls:fr:node:26297	ls:fr:lf:13	ls:fr:node:44610
ls:fr:node:26297	ls:fr:lf:13	ls:fr:node:32775
ls:fr:node:26297	ls:fr:lf:44	ls:fr:node:40521
ls:fr:node:26297	ls:fr:lf:44	ls:fr:node:43435
ls:fr:node:26297	ls:fr:lf:145	ls:fr:node:28751
ls:fr:node:26297	ls:fr:lf:145	ls:fr:node:44621
ls:fr:node:26297	ls:fr:lf:171	ls:fr:node:39134
ls:fr:node:26297	ls:fr:lf:171	ls:fr:node:44594
ls:fr:node:26297	ls:fr:lf:171	ls:fr:node:38548
ls:fr:node:26297	ls:fr:lf:761	ls:fr:node:43764
ls:fr:node:26297	ls:fr:lf:761	ls:fr:node:38898
ls:fr:node:26297	ls:fr:lf:762	ls:fr:node:31850
ls:fr:node:26297	ls:fr:lf:4	ls:fr:node:45176
ls:fr:node:26297	ls:fr:lf:4	ls:fr:node:37256
ls:fr:node:26298	ls:fr:lf:31	ls:fr:node:31858
ls:fr:node:26298	ls:fr:lf:31	ls:fr:node:31877
ls:fr:node:26298	ls:fr:lf:31	ls:fr:node:31883
ls:fr:node:26298	ls:fr:lf:40	ls:fr:node:31886
ls:fr:node:26299	ls:fr:lf:20	ls:fr:node:49769
ls:fr:node:26299	ls:fr:lf:63	ls:fr:node:35576
ls:fr:node:26300	ls:fr:lf:28	ls:fr:node:31891
ls:fr:node:26300	ls:fr:lf:206	ls:fr:node:44206
ls:fr:node:26301	ls:fr:lf:29	ls:fr:node:31961
ls:fr:node:26301	ls:fr:lf:13	ls:fr:node:48584
ls:fr:node:26301	ls:fr:lf:13	ls:fr:node:49354
ls:fr:node:26301	ls:fr:lf:3	ls:fr:node:49486
ls:fr:node:26301	ls:fr:lf:3	ls:fr:node:48586
ls:fr:node:26301	ls:fr:lf:16	ls:fr:node:48585
ls:fr:node:26302	ls:fr:lf:2	ls:fr:node:36372
ls:fr:node:26302	ls:fr:lf:2	ls:fr:node:36373
ls:fr:node:26302	ls:fr:lf:2	ls:fr:node:36374
ls:fr:node:26302	ls:fr:lf:2	ls:fr:node:36375
ls:fr:node:26302	ls:fr:lf:387	ls:fr:node:36385
ls:fr:node:26302	ls:fr:lf:397	ls:fr:node:36390
ls:fr:node:26302	ls:fr:lf:28	ls:fr:node:36394
ls:fr:node:26302	ls:fr:lf:28	ls:fr:node:36395
ls:fr:node:26302	ls:fr:lf:8	ls:fr:node:46494
ls:fr:node:26302	ls:fr:lf:327	ls:fr:node:53791
ls:fr:node:26302	ls:fr:lf:328	ls:fr:node:53800
ls:fr:node:26302	ls:fr:lf:615	ls:fr:node:53802
ls:fr:node:26302	ls:fr:lf:20	ls:fr:node:39631
ls:fr:node:26302	ls:fr:lf:20	ls:fr:node:51086
ls:fr:node:26303	ls:fr:lf:28	ls:fr:node:31967
ls:fr:node:26303	ls:fr:lf:16	ls:fr:node:33758
ls:fr:node:26304	ls:fr:lf:387	ls:fr:node:31973
ls:fr:node:26304	ls:fr:lf:3	ls:fr:node:52297
ls:fr:node:26304	ls:fr:lf:3	ls:fr:node:52334
ls:fr:node:26305	ls:fr:lf:28	ls:fr:node:35072
ls:fr:node:26306	ls:fr:lf:23	ls:fr:node:31980
ls:fr:node:26306	ls:fr:lf:23	ls:fr:node:31981
ls:fr:node:26306	ls:fr:lf:30	ls:fr:node:31982
ls:fr:node:26306	ls:fr:lf:30	ls:fr:node:31983
ls:fr:node:26306	ls:fr:lf:104	ls:fr:node:31990
ls:fr:node:26306	ls:fr:lf:104	ls:fr:node:31988
ls:fr:node:26306	ls:fr:lf:104	ls:fr:node:31991
ls:fr:node:26306	ls:fr:lf:107	ls:fr:node:32001
ls:fr:node:26306	ls:fr:lf:109	ls:fr:node:31996
ls:fr:node:26306	ls:fr:lf:111	ls:fr:node:32002
ls:fr:node:26306	ls:fr:lf:3	ls:fr:node:30952
ls:fr:node:26306	ls:fr:lf:3	ls:fr:node:28764
ls:fr:node:26306	ls:fr:lf:3	ls:fr:node:51432
ls:fr:node:26306	ls:fr:lf:905	ls:fr:node:45253
ls:fr:node:26307	ls:fr:lf:403	ls:fr:node:32016
ls:fr:node:26307	ls:fr:lf:16	ls:fr:node:39754
ls:fr:node:26308	ls:fr:lf:21	ls:fr:node:35041
ls:fr:node:26308	ls:fr:lf:330	ls:fr:node:49738
ls:fr:node:26309	ls:fr:lf:3	ls:fr:node:26296
ls:fr:node:26309	ls:fr:lf:5	ls:fr:node:53745
ls:fr:node:26309	ls:fr:lf:20	ls:fr:node:28739
ls:fr:node:26309	ls:fr:lf:160	ls:fr:node:40197
ls:fr:node:26310	ls:fr:lf:8	ls:fr:node:29974
ls:fr:node:26311	ls:fr:lf:21	ls:fr:node:31569
ls:fr:node:26311	ls:fr:lf:3	ls:fr:node:52003
ls:fr:node:26312	ls:fr:lf:21	ls:fr:node:31571
ls:fr:node:26312	ls:fr:lf:111	ls:fr:node:31573
ls:fr:node:26312	ls:fr:lf:3	ls:fr:node:45657
ls:fr:node:26312	ls:fr:lf:3	ls:fr:node:53443
ls:fr:node:26313	ls:fr:lf:3	ls:fr:node:49739
ls:fr:node:26314	ls:fr:lf:594	ls:fr:node:31914
ls:fr:node:26314	ls:fr:lf:594	ls:fr:node:31913
ls:fr:node:26314	ls:fr:lf:29	ls:fr:node:31915
ls:fr:node:26314	ls:fr:lf:366	ls:fr:node:32472
ls:fr:node:26315	ls:fr:lf:10	ls:fr:node:28502
ls:fr:node:26315	ls:fr:lf:366	ls:fr:node:31574
ls:fr:node:26315	ls:fr:lf:29	ls:fr:node:31575
ls:fr:node:26316	ls:fr:lf:5	ls:fr:node:38642
ls:fr:node:26316	ls:fr:lf:5	ls:fr:node:38678
ls:fr:node:26316	ls:fr:lf:5	ls:fr:node:38680
ls:fr:node:26316	ls:fr:lf:563	ls:fr:node:34460
ls:fr:node:26316	ls:fr:lf:563	ls:fr:node:39495
ls:fr:node:26316	ls:fr:lf:206	ls:fr:node:39494
ls:fr:node:26316	ls:fr:lf:206	ls:fr:node:36276
ls:fr:node:26316	ls:fr:lf:562	ls:fr:node:36281
ls:fr:node:26316	ls:fr:lf:562	ls:fr:node:36282
ls:fr:node:26316	ls:fr:lf:255	ls:fr:node:29761
ls:fr:node:26316	ls:fr:lf:544	ls:fr:node:28587
ls:fr:node:26316	ls:fr:lf:288	ls:fr:node:40078
ls:fr:node:26316	ls:fr:lf:288	ls:fr:node:40208
ls:fr:node:26316	ls:fr:lf:288	ls:fr:node:46400
ls:fr:node:26316	ls:fr:lf:31	ls:fr:node:40206
ls:fr:node:26316	ls:fr:lf:31	ls:fr:node:29595
ls:fr:node:26316	ls:fr:lf:510	ls:fr:node:46400
ls:fr:node:26316	ls:fr:lf:510	ls:fr:node:40078
ls:fr:node:26316	ls:fr:lf:545	ls:fr:node:39722
ls:fr:node:26317	ls:fr:lf:30	ls:fr:node:31577
ls:fr:node:26317	ls:fr:lf:30	ls:fr:node:31582
ls:fr:node:26317	ls:fr:lf:104	ls:fr:node:31579
ls:fr:node:26317	ls:fr:lf:109	ls:fr:node:31580
ls:fr:node:26317	ls:fr:lf:111	ls:fr:node:31581
ls:fr:node:26317	ls:fr:lf:161	ls:fr:node:31576
ls:fr:node:26317	ls:fr:lf:905	ls:fr:node:45253
ls:fr:node:26318	ls:fr:lf:20	ls:fr:node:28398
ls:fr:node:26319	ls:fr:lf:21	ls:fr:node:31589
ls:fr:node:26319	ls:fr:lf:408	ls:fr:node:31917
ls:fr:node:26320	ls:fr:lf:4	ls:fr:node:29864
ls:fr:node:26321	ls:fr:lf:2	ls:fr:node:32461
ls:fr:node:26321	ls:fr:lf:28	ls:fr:node:31590
ls:fr:node:26321	ls:fr:lf:20	ls:fr:node:26518
ls:fr:node:26321	ls:fr:lf:20	ls:fr:node:56116
ls:fr:node:26323	ls:fr:lf:422	ls:fr:node:33674
ls:fr:node:26324	ls:fr:lf:100	ls:fr:node:31570
ls:fr:node:26324	ls:fr:lf:3	ls:fr:node:28190
ls:fr:node:26325	ls:fr:lf:29	ls:fr:node:32675
ls:fr:node:26325	ls:fr:lf:5	ls:fr:node:46080
ls:fr:node:26326	ls:fr:lf:29	ls:fr:node:31593
ls:fr:node:26326	ls:fr:lf:29	ls:fr:node:31572
ls:fr:node:26327	ls:fr:lf:20	ls:fr:node:33144
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45293
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45378
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45299
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:29506
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45302
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45301
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45305
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45352
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45376
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45309
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45307
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45294
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45306
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45330
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45297
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45310
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45338
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45360
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45312
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45339
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45361
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45314
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45341
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45362
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45317
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45343
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45365
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45318
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45344
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45366
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45322
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45345
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45367
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45324
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45346
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45371
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45327
ls:fr:node:26327	ls:fr:lf:6	ls:fr:node:45347
ls:fr:node:26327	ls:fr:lf:16	ls:fr:node:28212
ls:fr:node:26327	ls:fr:lf:397	ls:fr:node:27885
ls:fr:node:26327	ls:fr:lf:228	ls:fr:node:27786
ls:fr:node:26327	ls:fr:lf:228	ls:fr:node:29215
ls:fr:node:26327	ls:fr:lf:228	ls:fr:node:34709
ls:fr:node:26327	ls:fr:lf:228	ls:fr:node:28153
ls:fr:node:26327	ls:fr:lf:228	ls:fr:node:37392
ls:fr:node:26327	ls:fr:lf:245	ls:fr:node:45393
ls:fr:node:26327	ls:fr:lf:245	ls:fr:node:33709
ls:fr:node:26327	ls:fr:lf:569	ls:fr:node:45394
ls:fr:node:26327	ls:fr:lf:31	ls:fr:node:45396
ls:fr:node:26327	ls:fr:lf:31	ls:fr:node:45397
ls:fr:node:26327	ls:fr:lf:31	ls:fr:node:33362
ls:fr:node:26327	ls:fr:lf:31	ls:fr:node:37393
ls:fr:node:26327	ls:fr:lf:179	ls:fr:node:45088
ls:fr:node:26327	ls:fr:lf:104	ls:fr:node:27280
ls:fr:node:26327	ls:fr:lf:586	ls:fr:node:33306
ls:fr:node:26327	ls:fr:lf:586	ls:fr:node:37394
ls:fr:node:26327	ls:fr:lf:238	ls:fr:node:45399
ls:fr:node:26327	ls:fr:lf:238	ls:fr:node:40019
ls:fr:node:26327	ls:fr:lf:238	ls:fr:node:40024
ls:fr:node:26327	ls:fr:lf:238	ls:fr:node:40017
ls:fr:node:26327	ls:fr:lf:238	ls:fr:node:40018
ls:fr:node:26327	ls:fr:lf:238	ls:fr:node:27146
ls:fr:node:26327	ls:fr:lf:165	ls:fr:node:35089
ls:fr:node:26327	ls:fr:lf:165	ls:fr:node:26993
ls:fr:node:26327	ls:fr:lf:219	ls:fr:node:45407
ls:fr:node:26327	ls:fr:lf:219	ls:fr:node:32420
ls:fr:node:26327	ls:fr:lf:219	ls:fr:node:38681
ls:fr:node:26327	ls:fr:lf:219	ls:fr:node:32403
ls:fr:node:26327	ls:fr:lf:219	ls:fr:node:31269
ls:fr:node:26327	ls:fr:lf:712	ls:fr:node:31031
ls:fr:node:26327	ls:fr:lf:2	ls:fr:node:45254
ls:fr:node:26327	ls:fr:lf:5	ls:fr:node:55617
ls:fr:node:26327	ls:fr:lf:653	ls:fr:node:55617
ls:fr:node:26328	ls:fr:lf:21	ls:fr:node:31583
ls:fr:node:26328	ls:fr:lf:9	ls:fr:node:28888
ls:fr:node:26328	ls:fr:lf:422	ls:fr:node:38353
ls:fr:node:26328	ls:fr:lf:460	ls:fr:node:26434
ls:fr:node:26328	ls:fr:lf:31	ls:fr:node:45255
ls:fr:node:26328	ls:fr:lf:31	ls:fr:node:55479
ls:fr:node:26328	ls:fr:lf:40	ls:fr:node:31782
ls:fr:node:26328	ls:fr:lf:40	ls:fr:node:31784
ls:fr:node:26329	ls:fr:lf:104	ls:fr:node:31585
ls:fr:node:26329	ls:fr:lf:357	ls:fr:node:33697
ls:fr:node:26329	ls:fr:lf:330	ls:fr:node:28702
ls:fr:node:26330	ls:fr:lf:21	ls:fr:node:31587
ls:fr:node:26330	ls:fr:lf:60	ls:fr:node:29593
ls:fr:node:26330	ls:fr:lf:3	ls:fr:node:29594
ls:fr:node:26331	ls:fr:lf:344	ls:fr:node:31588
ls:fr:node:26331	ls:fr:lf:344	ls:fr:node:47491
ls:fr:node:26331	ls:fr:lf:3	ls:fr:node:30389
ls:fr:node:26331	ls:fr:lf:3	ls:fr:node:40380
ls:fr:node:26331	ls:fr:lf:367	ls:fr:node:27456
ls:fr:node:26332	ls:fr:lf:21	ls:fr:node:30343
ls:fr:node:26332	ls:fr:lf:112	ls:fr:node:32274
ls:fr:node:26333	ls:fr:lf:21	ls:fr:node:32031
ls:fr:node:26333	ls:fr:lf:111	ls:fr:node:32034
ls:fr:node:26334	ls:fr:lf:3	ls:fr:node:26287
ls:fr:node:26334	ls:fr:lf:21	ls:fr:node:51837
ls:fr:node:26335	ls:fr:lf:21	ls:fr:node:32068
ls:fr:node:26336	ls:fr:lf:21	ls:fr:node:32069
ls:fr:node:26336	ls:fr:lf:31	ls:fr:node:32072
ls:fr:node:26336	ls:fr:lf:31	ls:fr:node:32076
ls:fr:node:26336	ls:fr:lf:3	ls:fr:node:39122
ls:fr:node:26336	ls:fr:lf:375	ls:fr:node:34120
ls:fr:node:26337	ls:fr:lf:3	ls:fr:node:48099
ls:fr:node:26338	ls:fr:lf:21	ls:fr:node:32098
ls:fr:node:26338	ls:fr:lf:3	ls:fr:node:51277
ls:fr:node:26338	ls:fr:lf:10	ls:fr:node:51278
ls:fr:node:26339	ls:fr:lf:21	ls:fr:node:32108
ls:fr:node:26339	ls:fr:lf:30	ls:fr:node:32112
ls:fr:node:26339	ls:fr:lf:30	ls:fr:node:32116
ls:fr:node:26339	ls:fr:lf:330	ls:fr:node:35369
ls:fr:node:26340	ls:fr:lf:3	ls:fr:node:49812
ls:fr:node:26341	ls:fr:lf:10	ls:fr:node:32214
ls:fr:node:26342	ls:fr:lf:16	ls:fr:node:26422
ls:fr:node:26345	ls:fr:lf:28	ls:fr:node:32163
ls:fr:node:26346	ls:fr:lf:306	ls:fr:node:35230
ls:fr:node:26346	ls:fr:lf:387	ls:fr:node:48106
ls:fr:node:26347	ls:fr:lf:102	ls:fr:node:26517
ls:fr:node:26347	ls:fr:lf:102	ls:fr:node:27588
ls:fr:node:26347	ls:fr:lf:5	ls:fr:node:49073
ls:fr:node:26347	ls:fr:lf:5	ls:fr:node:55005
ls:fr:node:26347	ls:fr:lf:78	ls:fr:node:26561
ls:fr:node:26347	ls:fr:lf:78	ls:fr:node:29726
ls:fr:node:26347	ls:fr:lf:78	ls:fr:node:27529
ls:fr:node:26347	ls:fr:lf:78	ls:fr:node:32318
ls:fr:node:26347	ls:fr:lf:78	ls:fr:node:55007
ls:fr:node:26347	ls:fr:lf:138	ls:fr:node:49073
ls:fr:node:26347	ls:fr:lf:138	ls:fr:node:55005
ls:fr:node:26347	ls:fr:lf:8	ls:fr:node:26587
ls:fr:node:26348	ls:fr:lf:2	ls:fr:node:48471
ls:fr:node:26348	ls:fr:lf:2	ls:fr:node:56042
ls:fr:node:26348	ls:fr:lf:3	ls:fr:node:52156
ls:fr:node:26349	ls:fr:lf:100	ls:fr:node:32169
ls:fr:node:26350	ls:fr:lf:31	ls:fr:node:28359
ls:fr:node:26350	ls:fr:lf:31	ls:fr:node:31955
ls:fr:node:26351	ls:fr:lf:10	ls:fr:node:32180
ls:fr:node:26351	ls:fr:lf:59	ls:fr:node:26349
ls:fr:node:26351	ls:fr:lf:59	ls:fr:node:32169
ls:fr:node:26351	ls:fr:lf:21	ls:fr:node:32183
ls:fr:node:26352	ls:fr:lf:3	ls:fr:node:40910
ls:fr:node:26352	ls:fr:lf:3	ls:fr:node:40912
ls:fr:node:26352	ls:fr:lf:3	ls:fr:node:28801
ls:fr:node:26352	ls:fr:lf:20	ls:fr:node:39433
ls:fr:node:26352	ls:fr:lf:310	ls:fr:node:28341
ls:fr:node:26352	ls:fr:lf:310	ls:fr:node:29104
ls:fr:node:26352	ls:fr:lf:310	ls:fr:node:40837
ls:fr:node:26352	ls:fr:lf:165	ls:fr:node:26993
ls:fr:node:26352	ls:fr:lf:165	ls:fr:node:35089
ls:fr:node:26352	ls:fr:lf:165	ls:fr:node:40773
ls:fr:node:26352	ls:fr:lf:624	ls:fr:node:28937
ls:fr:node:26352	ls:fr:lf:624	ls:fr:node:40843
ls:fr:node:26352	ls:fr:lf:123	ls:fr:node:35894
ls:fr:node:26352	ls:fr:lf:123	ls:fr:node:33300
ls:fr:node:26352	ls:fr:lf:123	ls:fr:node:47950
ls:fr:node:26352	ls:fr:lf:123	ls:fr:node:47951
ls:fr:node:26352	ls:fr:lf:585	ls:fr:node:28825
ls:fr:node:26352	ls:fr:lf:585	ls:fr:node:40926
ls:fr:node:26352	ls:fr:lf:633	ls:fr:node:40018
ls:fr:node:26352	ls:fr:lf:633	ls:fr:node:28125
ls:fr:node:26352	ls:fr:lf:228	ls:fr:node:29185
ls:fr:node:26352	ls:fr:lf:236	ls:fr:node:29827
ls:fr:node:26352	ls:fr:lf:236	ls:fr:node:40965
ls:fr:node:26352	ls:fr:lf:644	ls:fr:node:41186
ls:fr:node:26352	ls:fr:lf:652	ls:fr:node:29645
ls:fr:node:26352	ls:fr:lf:5	ls:fr:node:47950
ls:fr:node:26352	ls:fr:lf:5	ls:fr:node:47951
ls:fr:node:26352	ls:fr:lf:1015	ls:fr:node:42440
ls:fr:node:26353	ls:fr:lf:21	ls:fr:node:32192
ls:fr:node:26353	ls:fr:lf:31	ls:fr:node:32189
ls:fr:node:26353	ls:fr:lf:111	ls:fr:node:32194
ls:fr:node:26353	ls:fr:lf:59	ls:fr:node:32191
ls:fr:node:26354	ls:fr:lf:69	ls:fr:node:32294
ls:fr:node:26355	ls:fr:lf:10	ls:fr:node:27046
ls:fr:node:26355	ls:fr:lf:385	ls:fr:node:33673
ls:fr:node:26355	ls:fr:lf:21	ls:fr:node:32207
ls:fr:node:26355	ls:fr:lf:3	ls:fr:node:48604
ls:fr:node:26356	ls:fr:lf:10	ls:fr:node:30101
ls:fr:node:26356	ls:fr:lf:28	ls:fr:node:45930
ls:fr:node:26357	ls:fr:lf:21	ls:fr:node:32224
ls:fr:node:26357	ls:fr:lf:35	ls:fr:node:32295
ls:fr:node:26357	ls:fr:lf:35	ls:fr:node:32296
ls:fr:node:26357	ls:fr:lf:3	ls:fr:node:26379
ls:fr:node:26357	ls:fr:lf:3	ls:fr:node:28673
ls:fr:node:26357	ls:fr:lf:3	ls:fr:node:29797
ls:fr:node:26357	ls:fr:lf:13	ls:fr:node:29058
ls:fr:node:26357	ls:fr:lf:16	ls:fr:node:28671
ls:fr:node:26358	ls:fr:lf:28	ls:fr:node:32305
ls:fr:node:26358	ls:fr:lf:29	ls:fr:node:32306
ls:fr:node:26358	ls:fr:lf:30	ls:fr:node:32308
ls:fr:node:26358	ls:fr:lf:30	ls:fr:node:32309
ls:fr:node:26359	ls:fr:lf:37	ls:fr:node:28038
ls:fr:node:26359	ls:fr:lf:37	ls:fr:node:35550
ls:fr:node:26360	ls:fr:lf:10	ls:fr:node:32314
ls:fr:node:26360	ls:fr:lf:29	ls:fr:node:32316
ls:fr:node:26361	ls:fr:lf:163	ls:fr:node:40139
ls:fr:node:26361	ls:fr:lf:163	ls:fr:node:28633
ls:fr:node:26362	ls:fr:lf:21	ls:fr:node:32321
ls:fr:node:26363	ls:fr:lf:3	ls:fr:node:38386
ls:fr:node:26364	ls:fr:lf:20	ls:fr:node:26324
ls:fr:node:26364	ls:fr:lf:20	ls:fr:node:35737
ls:fr:node:26364	ls:fr:lf:507	ls:fr:node:33300
ls:fr:node:26364	ls:fr:lf:507	ls:fr:node:39135
ls:fr:node:26364	ls:fr:lf:231	ls:fr:node:38830
ls:fr:node:26364	ls:fr:lf:306	ls:fr:node:26365
ls:fr:node:26364	ls:fr:lf:306	ls:fr:node:39034
ls:fr:node:26364	ls:fr:lf:306	ls:fr:node:47118
ls:fr:node:26364	ls:fr:lf:78	ls:fr:node:39181
ls:fr:node:26364	ls:fr:lf:78	ls:fr:node:39182
ls:fr:node:26364	ls:fr:lf:78	ls:fr:node:29741
ls:fr:node:26364	ls:fr:lf:78	ls:fr:node:39015
ls:fr:node:26364	ls:fr:lf:78	ls:fr:node:29980
ls:fr:node:26364	ls:fr:lf:401	ls:fr:node:26562
ls:fr:node:26364	ls:fr:lf:401	ls:fr:node:39113
ls:fr:node:26364	ls:fr:lf:297	ls:fr:node:39123
ls:fr:node:26364	ls:fr:lf:297	ls:fr:node:39124
ls:fr:node:26364	ls:fr:lf:297	ls:fr:node:35462
ls:fr:node:26364	ls:fr:lf:52	ls:fr:node:28917
ls:fr:node:26364	ls:fr:lf:310	ls:fr:node:39185
ls:fr:node:26364	ls:fr:lf:327	ls:fr:node:39173
ls:fr:node:26364	ls:fr:lf:328	ls:fr:node:39174
ls:fr:node:26364	ls:fr:lf:243	ls:fr:node:34264
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:39172
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:28757
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:39047
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:39048
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:39040
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:39038
ls:fr:node:26364	ls:fr:lf:837	ls:fr:node:39042
ls:fr:node:26364	ls:fr:lf:307	ls:fr:node:31315
ls:fr:node:26364	ls:fr:lf:510	ls:fr:node:28480
ls:fr:node:26364	ls:fr:lf:2	ls:fr:node:38669
ls:fr:node:26365	ls:fr:lf:21	ls:fr:node:32327
ls:fr:node:26365	ls:fr:lf:108	ls:fr:node:32329
ls:fr:node:26365	ls:fr:lf:108	ls:fr:node:32328
ls:fr:node:26365	ls:fr:lf:3	ls:fr:node:47118
ls:fr:node:26365	ls:fr:lf:3	ls:fr:node:39034
ls:fr:node:26366	ls:fr:lf:21	ls:fr:node:30606
ls:fr:node:26366	ls:fr:lf:31	ls:fr:node:32332
ls:fr:node:26366	ls:fr:lf:31	ls:fr:node:48105
ls:fr:node:26366	ls:fr:lf:5	ls:fr:node:55293
ls:fr:node:26367	ls:fr:lf:52	ls:fr:node:26701
ls:fr:node:26367	ls:fr:lf:52	ls:fr:node:27505
ls:fr:node:26367	ls:fr:lf:52	ls:fr:node:29404
ls:fr:node:26368	ls:fr:lf:3	ls:fr:node:38301
ls:fr:node:26369	ls:fr:lf:100	ls:fr:node:30072
ls:fr:node:26369	ls:fr:lf:8	ls:fr:node:28822
ls:fr:node:26369	ls:fr:lf:20	ls:fr:node:43118
ls:fr:node:26369	ls:fr:lf:160	ls:fr:node:35651
ls:fr:node:26369	ls:fr:lf:160	ls:fr:node:43063
ls:fr:node:26369	ls:fr:lf:160	ls:fr:node:43064
ls:fr:node:26369	ls:fr:lf:309	ls:fr:node:28235
ls:fr:node:26369	ls:fr:lf:714	ls:fr:node:27147
ls:fr:node:26369	ls:fr:lf:714	ls:fr:node:28341
ls:fr:node:26369	ls:fr:lf:714	ls:fr:node:43067
ls:fr:node:26370	ls:fr:lf:52	ls:fr:node:29404
ls:fr:node:26370	ls:fr:lf:52	ls:fr:node:27505
ls:fr:node:26370	ls:fr:lf:52	ls:fr:node:26701
ls:fr:node:26370	ls:fr:lf:13	ls:fr:node:32832
ls:fr:node:26370	ls:fr:lf:158	ls:fr:node:43794
ls:fr:node:26370	ls:fr:lf:158	ls:fr:node:32653
ls:fr:node:26370	ls:fr:lf:158	ls:fr:node:41390
ls:fr:node:26370	ls:fr:lf:160	ls:fr:node:28217
ls:fr:node:26370	ls:fr:lf:400	ls:fr:node:41447
ls:fr:node:26370	ls:fr:lf:400	ls:fr:node:42902
ls:fr:node:26370	ls:fr:lf:844	ls:fr:node:45374
ls:fr:node:26370	ls:fr:lf:167	ls:fr:node:30146
ls:fr:node:26370	ls:fr:lf:167	ls:fr:node:28341
ls:fr:node:26370	ls:fr:lf:710	ls:fr:node:26367
ls:fr:node:26370	ls:fr:lf:710	ls:fr:node:42818
ls:fr:node:26370	ls:fr:lf:845	ls:fr:node:26370
ls:fr:node:26370	ls:fr:lf:8	ls:fr:node:44238
ls:fr:node:26370	ls:fr:lf:852	ls:fr:node:42747
ls:fr:node:26370	ls:fr:lf:853	ls:fr:node:47093
ls:fr:node:26370	ls:fr:lf:855	ls:fr:node:32815
ls:fr:node:26371	ls:fr:lf:21	ls:fr:node:32334
ls:fr:node:26371	ls:fr:lf:30	ls:fr:node:32336
ls:fr:node:26371	ls:fr:lf:30	ls:fr:node:32335
ls:fr:node:26372	ls:fr:lf:21	ls:fr:node:32351
ls:fr:node:26373	ls:fr:lf:21	ls:fr:node:32355
