"source"	"target"	"type"	"subtype"
"ls:fr:node:33438"	"ls:fr:node:33439"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27721"	"ls:fr:node:33411"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27721"	"ls:fr:node:42867"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41530"	"ls:fr:node:27723"	"ls:fr:cptype:5"	""
"ls:fr:node:44704"	"ls:fr:node:50570"	"ls:fr:cptype:5"	""
"ls:fr:node:42190"	"ls:fr:node:27734"	"ls:fr:cptype:5"	""
"ls:fr:node:27724"	"ls:fr:node:35877"	"ls:fr:cptype:2"	""
"ls:fr:node:27822"	"ls:fr:node:38893"	"ls:fr:cptype:5"	""
"ls:fr:node:35894"	"ls:fr:node:39055"	"ls:fr:cptype:5"	""
"ls:fr:node:35894"	"ls:fr:node:39193"	"ls:fr:cptype:5"	""
"ls:fr:node:35894"	"ls:fr:node:27726"	"ls:fr:cptype:5"	""
"ls:fr:node:27726"	"ls:fr:node:39192"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35894"	"ls:fr:node:39194"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35894"	"ls:fr:node:38513"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35894"	"ls:fr:node:35904"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35894"	"ls:fr:node:35905"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29134"	"ls:fr:node:38481"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29436"	"ls:fr:node:39428"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37763"	"ls:fr:node:29436"	"ls:fr:cptype:5"	""
"ls:fr:node:28008"	"ls:fr:node:44454"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28008"	"ls:fr:node:42460"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31342"	"ls:fr:node:28874"	"ls:fr:cptype:2"	""
"ls:fr:node:26454"	"ls:fr:node:47930"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:31342"	"ls:fr:node:31343"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50576"	"ls:fr:node:37914"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31342"	"ls:fr:node:31344"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27632"	"ls:fr:node:35677"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27629"	"ls:fr:node:30818"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27630"	"ls:fr:node:39492"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29141"	"ls:fr:node:48844"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:48844"	"ls:fr:node:48845"	"ls:fr:cptype:2"	""
"ls:fr:node:35185"	"ls:fr:node:46603"	"ls:fr:cptype:2"	""
"ls:fr:node:35186"	"ls:fr:node:46604"	"ls:fr:cptype:2"	""
"ls:fr:node:27735"	"ls:fr:node:50578"	"ls:fr:cptype:5"	""
"ls:fr:node:27735"	"ls:fr:node:43470"	"ls:fr:cptype:1"	"ls:fr:cpstype:16"
"ls:fr:node:43368"	"ls:fr:node:55069"	"ls:fr:cptype:2"	""
"ls:fr:node:55064"	"ls:fr:node:43368"	"ls:fr:cptype:2"	""
"ls:fr:node:34212"	"ls:fr:node:28017"	"ls:fr:cptype:3"	""
"ls:fr:node:29446"	"ls:fr:node:37927"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37927"	"ls:fr:node:41072"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29154"	"ls:fr:node:47487"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29154"	"ls:fr:node:47131"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50581"	"ls:fr:node:50583"	"ls:fr:cptype:3"	""
"ls:fr:node:29447"	"ls:fr:node:43438"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27752"	"ls:fr:node:39006"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37938"	"ls:fr:node:37939"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42926"	"ls:fr:node:42934"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45975"	"ls:fr:node:45976"	"ls:fr:cptype:2"	""
"ls:fr:node:45976"	"ls:fr:node:45978"	"ls:fr:cptype:7"	""
"ls:fr:node:27951"	"ls:fr:node:34988"	"ls:fr:cptype:2"	""
"ls:fr:node:46009"	"ls:fr:node:46010"	"ls:fr:cptype:7"	""
"ls:fr:node:46013"	"ls:fr:node:46009"	"ls:fr:cptype:2"	""
"ls:fr:node:50587"	"ls:fr:node:27742"	"ls:fr:cptype:5"	""
"ls:fr:node:29449"	"ls:fr:node:37945"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37945"	"ls:fr:node:44257"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:49429"	"ls:fr:node:30267"	"ls:fr:cptype:5"	""
"ls:fr:node:28054"	"ls:fr:node:43822"	"ls:fr:cptype:5"	""
"ls:fr:node:28054"	"ls:fr:node:47019"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29143"	"ls:fr:node:39280"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27747"	"ls:fr:node:44898"	"ls:fr:cptype:5"	""
"ls:fr:node:27747"	"ls:fr:node:44994"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50591"	"ls:fr:node:50592"	"ls:fr:cptype:5"	""
"ls:fr:node:50595"	"ls:fr:node:29452"	"ls:fr:cptype:5"	""
"ls:fr:node:29452"	"ls:fr:node:43791"	"ls:fr:cptype:2"	""
"ls:fr:node:50594"	"ls:fr:node:27748"	"ls:fr:cptype:5"	""
"ls:fr:node:27636"	"ls:fr:node:33954"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27636"	"ls:fr:node:33955"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27636"	"ls:fr:node:33956"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27636"	"ls:fr:node:33957"	"ls:fr:cptype:1"	""
"ls:fr:node:50598"	"ls:fr:node:29455"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:39726"	"ls:fr:node:29146"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:29147"	"ls:fr:node:41303"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29148"	"ls:fr:node:34828"	"ls:fr:cptype:5"	""
"ls:fr:node:26418"	"ls:fr:node:47509"	"ls:fr:cptype:5"	""
"ls:fr:node:26418"	"ls:fr:node:45610"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45610"	"ls:fr:node:45611"	"ls:fr:cptype:5"	""
"ls:fr:node:26418"	"ls:fr:node:39551"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26418"	"ls:fr:node:45612"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26418"	"ls:fr:node:45615"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26418"	"ls:fr:node:45616"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26418"	"ls:fr:node:45606"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45615"	"ls:fr:node:30102"	"ls:fr:cptype:5"	""
"ls:fr:node:45606"	"ls:fr:node:45613"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26418"	"ls:fr:node:42678"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:45613"	"ls:fr:node:45605"	"ls:fr:cptype:5"	""
"ls:fr:node:29457"	"ls:fr:node:41840"	"ls:fr:cptype:5"	""
"ls:fr:node:29457"	"ls:fr:node:41754"	"ls:fr:cptype:1"	""
"ls:fr:node:29148"	"ls:fr:node:48474"	"ls:fr:cptype:5"	""
"ls:fr:node:29148"	"ls:fr:node:38399"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:39963"	"ls:fr:node:28045"	"ls:fr:cptype:2"	""
"ls:fr:node:28045"	"ls:fr:node:39964"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:39964"	"ls:fr:node:39399"	"ls:fr:cptype:5"	""
"ls:fr:node:28045"	"ls:fr:node:39400"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28045"	"ls:fr:node:39401"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40311"	"ls:fr:node:33134"	"ls:fr:cptype:2"	""
"ls:fr:node:33134"	"ls:fr:node:40317"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:40317"	"ls:fr:node:40318"	"ls:fr:cptype:5"	""
"ls:fr:node:27863"	"ls:fr:node:50599"	"ls:fr:cptype:5"	""
"ls:fr:node:33252"	"ls:fr:node:30188"	"ls:fr:cptype:5"	""
"ls:fr:node:33252"	"ls:fr:node:50441"	"ls:fr:cptype:2"	""
"ls:fr:node:50441"	"ls:fr:node:30341"	"ls:fr:cptype:5"	""
"ls:fr:node:33252"	"ls:fr:node:26680"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27823"	"ls:fr:node:50602"	"ls:fr:cptype:2"	""
"ls:fr:node:27823"	"ls:fr:node:46132"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27823"	"ls:fr:node:50604"	"ls:fr:cptype:5"	""
"ls:fr:node:27823"	"ls:fr:node:46147"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27687"	"ls:fr:node:50605"	"ls:fr:cptype:2"	""
"ls:fr:node:35804"	"ls:fr:node:39845"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27613"	"ls:fr:node:30012"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27613"	"ls:fr:node:30012"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:35667"	"ls:fr:node:35671"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50606"	"ls:fr:node:50607"	"ls:fr:cptype:2"	""
"ls:fr:node:50606"	"ls:fr:node:26826"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37014"	"ls:fr:node:50608"	"ls:fr:cptype:4"	""
"ls:fr:node:33576"	"ls:fr:node:33578"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29151"	"ls:fr:node:46401"	"ls:fr:cptype:5"	""
"ls:fr:node:35020"	"ls:fr:node:50609"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35020"	"ls:fr:node:50614"	"ls:fr:cptype:1"	""
"ls:fr:node:29468"	"ls:fr:node:47847"	"ls:fr:cptype:5"	""
"ls:fr:node:29468"	"ls:fr:node:39321"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29468"	"ls:fr:node:43549"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27620"	"ls:fr:node:30017"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27620"	"ls:fr:node:43124"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27620"	"ls:fr:node:35730"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27620"	"ls:fr:node:44455"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27620"	"ls:fr:node:44100"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27620"	"ls:fr:node:30018"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28652"	"ls:fr:node:46280"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35085"	"ls:fr:node:43895"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:52775"	"ls:fr:node:43896"	"ls:fr:cptype:5"	""
"ls:fr:node:35085"	"ls:fr:node:46416"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35085"	"ls:fr:node:46416"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:46115"	"ls:fr:node:46116"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50616"	"ls:fr:node:29467"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29467"	"ls:fr:node:38116"	"ls:fr:cptype:5"	""
"ls:fr:node:50616"	"ls:fr:node:38115"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50617"	"ls:fr:node:27010"	"ls:fr:cptype:5"	""
"ls:fr:node:38120"	"ls:fr:node:38121"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38120"	"ls:fr:node:38122"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50621"	"ls:fr:node:50622"	"ls:fr:cptype:5"	""
"ls:fr:node:27756"	"ls:fr:node:50630"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30917"	"ls:fr:node:30918"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30918"	"ls:fr:node:30919"	"ls:fr:cptype:5"	""
"ls:fr:node:29470"	"ls:fr:node:38125"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38128"	"ls:fr:node:48249"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29185"	"ls:fr:node:41197"	"ls:fr:cptype:6"	""
"ls:fr:node:29185"	"ls:fr:node:40539"	"ls:fr:cptype:1"	""
"ls:fr:node:29185"	"ls:fr:node:46403"	"ls:fr:cptype:1"	""
"ls:fr:node:29185"	"ls:fr:node:35569"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:46710"	"ls:fr:node:46714"	"ls:fr:cptype:2"	""
"ls:fr:node:38126"	"ls:fr:node:38132"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27637"	"ls:fr:node:30819"	"ls:fr:cptype:5"	""
"ls:fr:node:27637"	"ls:fr:node:30820"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30820"	"ls:fr:node:30821"	"ls:fr:cptype:5"	""
"ls:fr:node:42467"	"ls:fr:node:43189"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38131"	"ls:fr:node:38130"	"ls:fr:cptype:5"	""
"ls:fr:node:38131"	"ls:fr:node:44108"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38131"	"ls:fr:node:38133"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27850"	"ls:fr:node:50637"	"ls:fr:cptype:5"	""
"ls:fr:node:26868"	"ls:fr:node:50638"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50638"	"ls:fr:node:39058"	"ls:fr:cptype:5"	""
"ls:fr:node:29472"	"ls:fr:node:30659"	"ls:fr:cptype:5"	""
"ls:fr:node:29472"	"ls:fr:node:30660"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50639"	"ls:fr:node:33705"	"ls:fr:cptype:5"	""
"ls:fr:node:27871"	"ls:fr:node:30330"	"ls:fr:cptype:5"	""
"ls:fr:node:42459"	"ls:fr:node:50647"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27757"	"ls:fr:node:50635"	"ls:fr:cptype:5"	""
"ls:fr:node:50635"	"ls:fr:node:44925"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50648"	"ls:fr:node:35827"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30640"	"ls:fr:node:30641"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:30640"	"ls:fr:node:30642"	"ls:fr:cptype:2"	""
"ls:fr:node:27760"	"ls:fr:node:50650"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50651"	"ls:fr:node:35892"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38041"	"ls:fr:node:39721"	"ls:fr:cptype:5"	""
"ls:fr:node:38041"	"ls:fr:node:29473"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29473"	"ls:fr:node:34957"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44625"	"ls:fr:node:50653"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50653"	"ls:fr:node:27866"	"ls:fr:cptype:2"	""
"ls:fr:node:27866"	"ls:fr:node:46135"	"ls:fr:cptype:5"	""
"ls:fr:node:29475"	"ls:fr:node:42616"	"ls:fr:cptype:5"	""
"ls:fr:node:49937"	"ls:fr:node:41024"	"ls:fr:cptype:5"	""
"ls:fr:node:29476"	"ls:fr:node:37997"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:54845"	"ls:fr:node:54846"	"ls:fr:cptype:2"	""
"ls:fr:node:29479"	"ls:fr:node:35091"	"ls:fr:cptype:5"	""
"ls:fr:node:29479"	"ls:fr:node:43193"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27096"	"ls:fr:node:29948"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29536"	"ls:fr:node:39970"	"ls:fr:cptype:5"	""
"ls:fr:node:29536"	"ls:fr:node:47127"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29536"	"ls:fr:node:42314"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29536"	"ls:fr:node:42722"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29536"	"ls:fr:node:41336"	"ls:fr:cptype:9"	""
"ls:fr:node:29536"	"ls:fr:node:38860"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29536"	"ls:fr:node:32394"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50657"	"ls:fr:node:27765"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:27411"	"ls:fr:node:50658"	"ls:fr:cptype:5"	""
"ls:fr:node:50661"	"ls:fr:node:26827"	"ls:fr:cptype:5"	""
"ls:fr:node:50661"	"ls:fr:node:41600"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28784"	"ls:fr:node:42216"	"ls:fr:cptype:1"	"ls:fr:cpstype:2"
"ls:fr:node:28024"	"ls:fr:node:34405"	"ls:fr:cptype:5"	""
"ls:fr:node:28024"	"ls:fr:node:34406"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28599"	"ls:fr:node:37587"	"ls:fr:cptype:5"	""
"ls:fr:node:47458"	"ls:fr:node:47459"	"ls:fr:cptype:3"	""
"ls:fr:node:27770"	"ls:fr:node:47457"	"ls:fr:cptype:3"	""
"ls:fr:node:28616"	"ls:fr:node:43197"	"ls:fr:cptype:2"	""
"ls:fr:node:50646"	"ls:fr:node:27864"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29490"	"ls:fr:node:38123"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29492"	"ls:fr:node:41272"	"ls:fr:cptype:5"	""
"ls:fr:node:39788"	"ls:fr:node:28027"	"ls:fr:cptype:2"	"ls:fr:cpstype:5"
"ls:fr:node:28027"	"ls:fr:node:33070"	"ls:fr:cptype:2"	""
"ls:fr:node:29492"	"ls:fr:node:41273"	"ls:fr:cptype:2"	""
"ls:fr:node:41272"	"ls:fr:node:41274"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50665"	"ls:fr:node:50666"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28265"	"ls:fr:node:30679"	"ls:fr:cptype:5"	""
"ls:fr:node:28033"	"ls:fr:node:42420"	"ls:fr:cptype:5"	""
"ls:fr:node:42420"	"ls:fr:node:42421"	"ls:fr:cptype:2"	""
"ls:fr:node:28033"	"ls:fr:node:42422"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50667"	"ls:fr:node:50668"	"ls:fr:cptype:5"	""
"ls:fr:node:36171"	"ls:fr:node:50662"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50662"	"ls:fr:node:50663"	"ls:fr:cptype:5"	""
"ls:fr:node:28744"	"ls:fr:node:38457"	"ls:fr:cptype:2"	""
"ls:fr:node:55665"	"ls:fr:node:55666"	"ls:fr:cptype:1"	"ls:fr:cpstype:13"
"ls:fr:node:29494"	"ls:fr:node:39595"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:42237"	"ls:fr:node:42238"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:51119"	"ls:fr:node:51120"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:47139"	"ls:fr:node:29496"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:41040"	"ls:fr:node:38165"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27869"	"ls:fr:node:48882"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50671"	"ls:fr:node:29499"	"ls:fr:cptype:5"	""
"ls:fr:node:26880"	"ls:fr:node:32658"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:26880"	"ls:fr:node:43700"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50673"	"ls:fr:node:49672"	"ls:fr:cptype:2"	""
"ls:fr:node:29504"	"ls:fr:node:41886"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27778"	"ls:fr:node:50675"	"ls:fr:cptype:2"	""
"ls:fr:node:50675"	"ls:fr:node:50676"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38338"	"ls:fr:node:44459"	"ls:fr:cptype:5"	""
"ls:fr:node:50682"	"ls:fr:node:50683"	"ls:fr:cptype:1"	"ls:fr:cpstype:7"
"ls:fr:node:46057"	"ls:fr:node:29508"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:37037"	"ls:fr:node:50685"	"ls:fr:cptype:5"	""
"ls:fr:node:50686"	"ls:fr:node:29511"	"ls:fr:cptype:5"	""
"ls:fr:node:28036"	"ls:fr:node:36326"	"ls:fr:cptype:2"	""
"ls:fr:node:36326"	"ls:fr:node:42037"	"ls:fr:cptype:2"	""
"ls:fr:node:50690"	"ls:fr:node:28524"	"ls:fr:cptype:2"	""
"ls:fr:node:28036"	"ls:fr:node:42038"	"ls:fr:cptype:1"	""
"ls:fr:node:36002"	"ls:fr:node:36001"	"ls:fr:cptype:2"	""
"ls:fr:node:26489"	"ls:fr:node:50691"	"ls:fr:cptype:2"	""
"ls:fr:node:35670"	"ls:fr:node:35669"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:35669"	"ls:fr:node:27682"	"ls:fr:cptype:2"	""
"ls:fr:node:50693"	"ls:fr:node:50694"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27688"	"ls:fr:node:38577"	"ls:fr:cptype:5"	""
"ls:fr:node:27688"	"ls:fr:node:38580"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:27728"	"ls:fr:node:45388"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50730"	"ls:fr:node:36542"	"ls:fr:cptype:1"	""
"ls:fr:node:27737"	"ls:fr:node:33619"	"ls:fr:cptype:9"	""
"ls:fr:node:29512"	"ls:fr:node:38177"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:36545"	"ls:fr:node:27896"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50698"	"ls:fr:node:50699"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50699"	"ls:fr:node:38228"	"ls:fr:cptype:5"	""
"ls:fr:node:28030"	"ls:fr:node:48101"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50697"	"ls:fr:node:38210"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:38210"	"ls:fr:node:38211"	"ls:fr:cptype:5"	""
"ls:fr:node:30439"	"ls:fr:node:30440"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50696"	"ls:fr:node:36197"	"ls:fr:cptype:1"	""
"ls:fr:node:50700"	"ls:fr:node:36192"	"ls:fr:cptype:1"	""
"ls:fr:node:29514"	"ls:fr:node:40327"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50710"	"ls:fr:node:38846"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:44580"	"ls:fr:node:41633"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29520"	"ls:fr:node:50231"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28061"	"ls:fr:node:33476"	"ls:fr:cptype:5"	""
"ls:fr:node:38301"	"ls:fr:node:45170"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28062"	"ls:fr:node:30732"	"ls:fr:cptype:2"	""
"ls:fr:node:50705"	"ls:fr:node:29374"	"ls:fr:cptype:2"	""
"ls:fr:node:50265"	"ls:fr:node:50706"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:50706"	"ls:fr:node:38229"	"ls:fr:cptype:2"	""
"ls:fr:node:31692"	"ls:fr:node:45259"	"ls:fr:cptype:8"	""
"ls:fr:node:29997"	"ls:fr:node:32271"	"ls:fr:cptype:5"	""
"ls:fr:node:29997"	"ls:fr:node:31285"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28021"	"ls:fr:node:50707"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29997"	"ls:fr:node:31179"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:28021"	"ls:fr:node:50708"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29997"	"ls:fr:node:31754"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:29997"	"ls:fr:node:31182"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31182"	"ls:fr:node:31187"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31182"	"ls:fr:node:31224"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
"ls:fr:node:31179"	"ls:fr:node:31751"	"ls:fr:cptype:1"	"ls:fr:cpstype:4"
